Days Since 2010, Injected, Date, Day, Weight (lb), Weight (2023),Delta,Delta 2023
4351,true,2022-01-01,01-01,464.8,439.6,-6.899999999999977,-32.099999999999966
4352,true,2022-01-02,01-02,464.9,439.6,-6.800000000000011,-32.099999999999966
4353,true,2022-01-03,01-03,464.9,439.6,-6.800000000000011,-32.099999999999966
4354,true,2022-01-04,01-04,465,439.6,-6.699999999999989,-32.099999999999966
4355,true,2022-01-05,01-05,465.1,439.7,-6.599999999999966,-32
4356,true,2022-01-06,01-06,465.1,439.7,-6.599999999999966,-32
4357,true,2022-01-07,01-07,465.2,439.7,-6.5,-32
4358,true,2022-01-08,01-08,465.3,439.7,-6.399999999999977,-32
4359,true,2022-01-09,01-09,465.3,439.7,-6.399999999999977,-32
4360,true,2022-01-10,01-10,465.4,439.8,-6.300000000000011,-31.899999999999977
4361,true,2022-01-11,01-11,465.5,439.8,-6.199999999999989,-31.899999999999977
4362,true,2022-01-12,01-12,465.5,439.8,-6.199999999999989,-31.899999999999977
4363,true,2022-01-13,01-13,465.6,439.8,-6.099999999999966,-31.899999999999977
4364,true,2022-01-14,01-14,465.7,439.8,-6,-31.899999999999977
4365,true,2022-01-15,01-15,465.8,439.9,-5.899999999999977,-31.80000000000001
4366,true,2022-01-16,01-16,465.8,439.9,-5.899999999999977,-31.80000000000001
4367,true,2022-01-17,01-17,465.9,439.9,-5.800000000000011,-31.80000000000001
4368,true,2022-01-18,01-18,466,439.9,-5.699999999999989,-31.80000000000001
4369,true,2022-01-19,01-19,466,440,-5.699999999999989,-31.69999999999999
4370,true,2022-01-20,01-20,466.1,440,-5.599999999999966,-31.69999999999999
4371,true,2022-01-21,01-21,466.2,440,-5.5,-31.69999999999999
4372,true,2022-01-22,01-22,466.2,440,-5.5,-31.69999999999999
4373,true,2022-01-23,01-23,466.3,440,-5.399999999999977,-31.69999999999999
4374,true,2022-01-24,01-24,466.4,440.1,-5.300000000000011,-31.599999999999966
4375,true,2022-01-25,01-25,466.4,440.1,-5.300000000000011,-31.599999999999966
4376,true,2022-01-26,01-26,466.5,440.1,-5.199999999999989,-31.599999999999966
4377,true,2022-01-27,01-27,466.6,440.1,-5.099999999999966,-31.599999999999966
4378,true,2022-01-28,01-28,466.6,440.1,-5.099999999999966,-31.599999999999966
4380,,2022-01-29,01-29,466.7,440.2,-5,-31.5
4381,,2022-01-30,01-30,467.5,440.2,-4.199999999999989,-31.5
4382,,2022-01-31,01-31,465.4,440.2,-6.300000000000011,-31.5
4383,,2022-02-01,02-01,466.6,440.2,-5.099999999999966,-31.5
4384,,2022-02-02,02-02,465.9,440.2,-5.800000000000011,-31.5
4385,,2022-02-03,02-03,466.8,440.3,-4.899999999999977,-31.399999999999977
4385,true,2022-02-04,02-04,467.5,440.3,-4.199999999999989,-31.399999999999977
4387,,2022-02-05,02-05,468.2,440.3,-3.5,-31.399999999999977
4388,,2022-02-06,02-06,466.4,440.3,-5.300000000000011,-31.399999999999977
4389,,2022-02-07,02-07,466.3,440.3,-5.399999999999977,-31.399999999999977
4390,,2022-02-08,02-08,465.4,440.4,-6.300000000000011,-31.30000000000001
4391,,2022-02-09,02-09,464.6,440.4,-7.099999999999966,-31.30000000000001
4392,,2022-02-10,02-10,466.5,440.4,-5.199999999999989,-31.30000000000001
4393,,2022-02-11,02-11,465.4,440.4,-6.300000000000011,-31.30000000000001
4394,,2022-02-12,02-12,463.3,440.5,-8.399999999999977,-31.19999999999999
4395,,2022-02-13,02-13,464.8,440.5,-6.899999999999977,-31.19999999999999
4396,,2022-02-14,02-14,464.3,440.5,-7.399999999999977,-31.19999999999999
4397,,2022-02-15,02-15,464.6,440.5,-7.099999999999966,-31.19999999999999
4398,,2022-02-16,02-16,466.9,440.5,-4.800000000000011,-31.19999999999999
4399,,2022-02-17,02-17,467.7,440.6,-4,-31.099999999999966
4400,,2022-02-18,02-18,465.6,440.6,-6.099999999999966,-31.099999999999966
4401,,2022-02-19,02-19,463.7,440.6,-8,-31.099999999999966
4402,,2022-02-20,02-20,465.4,440.6,-6.300000000000011,-31.099999999999966
4403,,2022-02-21,02-21,464.4,440.6,-7.300000000000011,-31.099999999999966
4404,,2022-02-22,02-22,466.6,440.7,-5.099999999999966,-31
4404,true,2022-02-23,02-23,464.6,440.7,-7.099999999999966,-31
4406,,2022-02-24,02-24,462.6,440.7,-9.099999999999966,-31
4407,,2022-02-25,02-25,466.8,440.8,-4.899999999999977,-30.899999999999977
4408,,2022-02-26,02-26,465.3,441.4,-6.399999999999977,-30.30000000000001
4409,,2022-02-27,02-27,466.1,442.6,-5.599999999999966,-29.099999999999966
4410,,2022-02-28,02-28,464.4,442.2,-7.300000000000011,-29.5
4410,true,2022-03-01,03-01,464.2,442.8,-7.5,-28.899999999999977
4412,,2022-03-02,03-02,463.9,440.4,-7.800000000000011,-31.30000000000001
4413,,2022-03-03,03-03,461.8,442.1,-9.899999999999977,-29.599999999999966
4414,,2022-03-04,03-04,461.1,439.1,-10.599999999999966,-32.599999999999966
4415,,2022-03-05,03-05,461.9,439.8,-9.800000000000011,-31.899999999999977
4416,,2022-03-06,03-06,466.2,441.1,-5.5,-30.599999999999966
4417,,2022-03-07,03-07,463.9,439.5,-7.800000000000011,-32.19999999999999
4418,,2022-03-08,03-08,465.9,438.5,-5.800000000000011,-33.19999999999999
4419,,2022-03-09,03-09,464.8,437.5,-6.899999999999977,-34.19999999999999
4419,true,2022-03-10,03-10,463.5,442.2,-8.199999999999989,-29.5
4421,,2022-03-11,03-11,462.1,437,-9.599999999999966,-34.69999999999999
4421,true,2022-03-12,03-12,462.7,435.3,-9,-36.39999999999998
4422,true,2022-03-13,03-13,463.4,437.6,-8.300000000000011,-34.099999999999966
4423,true,2022-03-14,03-14,464,435.2,-7.699999999999989,-36.5
4424,true,2022-03-15,03-15,464.7,440.9,-7,-30.80000000000001
4425,true,2022-03-16,03-16,465.3,441,-6.399999999999977,-30.69999999999999
4426,true,2022-03-17,03-17,465.9,440.8,-5.800000000000011,-30.899999999999977
4427,true,2022-03-18,03-18,466.6,441.9,-5.099999999999966,-29.80000000000001
4428,true,2022-03-19,03-19,467.2,437.5,-4.5,-34.19999999999999
4429,true,2022-03-20,03-20,467.9,436.8,-3.8000000000000114,-34.89999999999998
4430,true,2022-03-21,03-21,468.5,440.4,-3.1999999999999886,-31.30000000000001
4431,true,2022-03-22,03-22,469.1,442.2,-2.599999999999966,-29.5
4432,true,2022-03-23,03-23,469.8,441.9,-1.8999999999999773,-29.80000000000001
4433,true,2022-03-24,03-24,470.4,439.6,-1.3000000000000114,-32.099999999999966
4434,true,2022-03-25,03-25,471.1,436.4,-0.5999999999999659,-35.30000000000001
4436,,2022-03-26,03-26,471.7,440.7,0,-31
4436,true,2022-03-27,03-27,468.6,440.2,-3.099999999999966,-31.5
4438,,2022-03-28,03-28,465.4,441.6,-6.300000000000011,-30.099999999999966
4439,,2022-03-29,03-29,465.5,440.4,-6.199999999999989,-31.30000000000001
4440,,2022-03-30,03-30,467.9,440.7,-3.8000000000000114,-31
4440,true,2022-03-31,03-31,467.6,442.9,-4.099999999999966,-28.80000000000001
4441,true,2022-04-01,04-01,467.2,441.5,-4.5,-30.19999999999999
4442,true,2022-04-02,04-02,466.9,441.8,-4.800000000000011,-29.899999999999977
4443,true,2022-04-03,04-03,466.5,437.1,-5.199999999999989,-34.599999999999966
4444,true,2022-04-04,04-04,466.2,437.4,-5.5,-34.30000000000001
4445,true,2022-04-05,04-05,465.8,439.1,-5.899999999999977,-32.599999999999966
4446,true,2022-04-06,04-06,465.5,438.2,-6.199999999999989,-33.5
4447,true,2022-04-07,04-07,465.1,440.6,-6.599999999999966,-31.099999999999966
4448,true,2022-04-08,04-08,464.8,442.9,-6.899999999999977,-28.80000000000001
4449,true,2022-04-09,04-09,464.4,443.9,-7.300000000000011,-27.80000000000001
4450,true,2022-04-10,04-10,464.1,444.9,-7.599999999999966,-26.80000000000001
4452,,2022-04-11,04-11,463.7,442.6,-8,-29.099999999999966
4452,true,2022-04-12,04-12,463.8,444.7,-7.899999999999977,-27
4453,true,2022-04-13,04-13,463.8,446.7,-7.899999999999977,-25
4454,true,2022-04-14,04-14,463.9,440.5,-7.800000000000011,-31.19999999999999
4455,true,2022-04-15,04-15,463.9,440.9,-7.800000000000011,-30.80000000000001
4456,true,2022-04-16,04-16,464,441.3,-7.699999999999989,-30.399999999999977
4457,true,2022-04-17,04-17,464,439.9,-7.699999999999989,-31.80000000000001
4458,true,2022-04-18,04-18,464.1,440.5,-7.599999999999966,-31.19999999999999
4459,true,2022-04-19,04-19,464.1,438.7,-7.599999999999966,-33
4460,true,2022-04-20,04-20,464.2,442,-7.5,-29.69999999999999
4461,true,2022-04-21,04-21,464.2,441,-7.5,-30.69999999999999
4462,true,2022-04-22,04-22,464.3,440,-7.399999999999977,-31.69999999999999
4463,true,2022-04-23,04-23,464.3,437.8,-7.399999999999977,-33.89999999999998
4465,,2022-04-24,04-24,464.4,438.6,-7.300000000000011,-33.099999999999966
4466,,2022-04-25,04-25,461.9,439.4,-9.800000000000011,-32.30000000000001
4467,,2022-04-26,04-26,462.6,438.4,-9.099999999999966,-33.30000000000001
4468,,2022-04-27,04-27,459.4,440,-12.300000000000011,-31.69999999999999
4469,,2022-04-28,04-28,460.7,436.8,-11,-34.89999999999998
4470,,2022-04-29,04-29,460.2,438.4,-11.5,-33.30000000000001
4470,true,2022-04-30,04-30,461.1,440.7,-10.599999999999966,-31
4471,true,2022-05-01,05-01,462,441.4,-9.699999999999989,-30.30000000000001
4473,,2022-05-02,05-02,462.9,440.7,-8.800000000000011,-31
4474,,2022-05-03,05-03,461.2,437.6,-10.5,-34.099999999999966
4475,,2022-05-04,05-04,459.9,438.2,-11.800000000000011,-33.5
4476,,2022-05-05,05-05,463.9,438.1,-7.800000000000011,-33.599999999999966
4477,,2022-05-06,05-06,461.6,435.2,-10.099999999999966,-36.5
4477,true,2022-05-07,05-07,461.3,436.1,-10.399999999999977,-35.599999999999966
4479,,2022-05-08,05-08,461,437.1,-10.699999999999989,-34.599999999999966
4480,,2022-05-09,05-09,457.3,438.2,-14.399999999999977,-33.5
4480,true,2022-05-10,05-10,457.7,437.5,-14,-34.19999999999999
4482,,2022-05-11,05-11,458.1,442.1,-13.599999999999966,-29.599999999999966
4483,,2022-05-12,05-12,458.2,444.5,-13.5,-27.19999999999999
4484,,2022-05-13,05-13,455.7,445.1,-16,-26.599999999999966
4485,,2022-05-14,05-14,455.4,440.7,-16.30000000000001,-31
4486,,2022-05-15,05-15,458.7,442.4,-13,-29.30000000000001
4487,,2022-05-16,05-16,457.3,436.8,-14.399999999999977,-34.89999999999998
4488,,2022-05-17,05-17,457.9,435.9,-13.800000000000011,-35.80000000000001
4489,,2022-05-18,05-18,459.7,435.2,-12,-36.5
4490,,2022-05-19,05-19,459.1,433.5,-12.599999999999966,-38.19999999999999
4491,,2022-05-20,05-20,462.5,434.2,-9.199999999999989,-37.5
4492,,2022-05-21,05-21,458.8,432.7,-12.899999999999977,-39
4493,,2022-05-22,05-22,457.6,431,-14.099999999999966,-40.69999999999999
4494,,2022-05-23,05-23,460.2,433,-11.5,-38.69999999999999
4495,,2022-05-24,05-24,459,431.1,-12.699999999999989,-40.599999999999966
4496,,2022-05-25,05-25,458.6,435.2,-13.099999999999966,-36.5
4497,,2022-05-26,05-26,459.8,430,-11.899999999999977,-41.69999999999999
4498,,2022-05-27,05-27,457.3,429.1,-14.399999999999977,-42.599999999999966
4499,,2022-05-28,05-28,458,428.4,-13.699999999999989,-43.30000000000001
4500,,2022-05-29,05-29,457.5,429,-14.199999999999989,-42.69999999999999
4501,,2022-05-30,05-30,456.5,430.2,-15.199999999999989,-41.5
4501,true,2022-05-31,05-31,457.5,433.5,-14.199999999999989,-38.19999999999999
4503,,2022-06-01,06-01,458.5,432.8,-13.199999999999989,-38.89999999999998
4504,,2022-06-02,06-02,458.5,430,-13.199999999999989,-41.69999999999999
4505,,2022-06-03,06-03,460.9,431.3,-10.800000000000011,-40.39999999999998
4506,,2022-06-04,06-04,459.6,430.7,-12.099999999999966,-41
4507,,2022-06-05,06-05,464.6,431.1,-7.099999999999966,-40.599999999999966
4508,,2022-06-06,06-06,460.8,428.8,-10.899999999999977,-42.89999999999998
4509,,2022-06-07,06-07,460.4,431.2,-11.300000000000011,-40.5
4510,,2022-06-08,06-08,464.2,430.9,-7.5,-40.80000000000001
4511,,2022-06-09,06-09,461.9,431.1,-9.800000000000011,-40.599999999999966
4511,true,2022-06-10,06-10,462.2,432.1,-9.5,-39.599999999999966
4512,true,2022-06-11,06-11,462.6,433,-9.099999999999966,-38.69999999999999
4513,true,2022-06-12,06-12,462.9,434,-8.800000000000011,-37.69999999999999
4514,true,2022-06-13,06-13,463.3,431.3,-8.399999999999977,-40.39999999999998
4515,true,2022-06-14,06-14,463.6,430.7,-8.099999999999966,-41
4516,true,2022-06-15,06-15,463.9,430.1,-7.800000000000011,-41.599999999999966
4517,true,2022-06-16,06-16,464.3,427.7,-7.399999999999977,-44
4519,,2022-06-17,06-17,464.6,431.2,-7.099999999999966,-40.5
4520,,2022-06-18,06-18,460.5,426.7,-11.199999999999989,-45
4521,,2022-06-19,06-19,458.9,430.1,-12.800000000000011,-41.599999999999966
4522,,2022-06-20,06-20,457,429.6,-14.699999999999989,-42.099999999999966
4523,,2022-06-21,06-21,457.2,430.1,-14.5,-41.599999999999966
4523,true,2022-06-22,06-22,458.8,430,-12.899999999999977,-41.69999999999999
4525,,2022-06-23,06-23,460.4,426.5,-11.300000000000011,-45.19999999999999
4526,,2022-06-24,06-24,454.9,426.4,-16.80000000000001,-45.30000000000001
4527,,2022-06-25,06-25,456.6,427.6,-15.099999999999966,-44.099999999999966
4528,,2022-06-26,06-26,455.7,425.2,-16,-46.5
4529,,2022-06-27,06-27,456.8,427.9,-14.899999999999977,-43.80000000000001
4530,,2022-06-28,06-28,457.6,425.9,-14.099999999999966,-45.80000000000001
4531,,2022-06-29,06-29,459.3,425.5,-12.399999999999977,-46.19999999999999
4532,,2022-06-30,06-30,458.8,424.8,-12.899999999999977,-46.89999999999998
4532,true,2022-07-01,07-01,459.3,426.3,-12.399999999999977,-45.39999999999998
4533,true,2022-07-02,07-02,459.8,426.2,-11.899999999999977,-45.5
4534,true,2022-07-03,07-03,460.3,428.2,-11.399999999999977,-43.5
4535,true,2022-07-04,07-04,460.8,426,-10.899999999999977,-45.69999999999999
4537,,2022-07-05,07-05,461.3,424.6,-10.399999999999977,-47.099999999999966
4538,,2022-07-06,07-06,459.8,429.2,-11.899999999999977,-42.5
4539,,2022-07-07,07-07,458.6,433.4,-13.099999999999966,-38.30000000000001
4540,,2022-07-08,07-08,459,429.9,-12.699999999999989,-41.80000000000001
4541,,2022-07-09,07-09,455.6,428.2,-16.099999999999966,-43.5
4542,,2022-07-10,07-10,457.1,426.5,-14.599999999999966,-45.19999999999999
4543,,2022-07-11,07-11,454.8,427.5,-16.899999999999977,-44.19999999999999
4544,,2022-07-12,07-12,456.6,426.4,-15.099999999999966,-45.30000000000001
4545,,2022-07-13,07-13,456.7,426,-15,-45.69999999999999
4546,,2022-07-14,07-14,457.3,422.8,-14.399999999999977,-48.89999999999998
4547,,2022-07-15,07-15,457.6,425.3,-14.099999999999966,-46.39999999999998
4548,,2022-07-16,07-16,456.5,424.7,-15.199999999999989,-47
4549,,2022-07-17,07-17,456.9,429.2,-14.800000000000011,-42.5
4550,,2022-07-18,07-18,459.1,427.4,-12.599999999999966,-44.30000000000001
4551,,2022-07-19,07-19,455.9,426.8,-15.800000000000011,-44.89999999999998
4552,,2022-07-20,07-20,457.5,425.1,-14.199999999999989,-46.599999999999966
4553,,2022-07-21,07-21,457.2,427.3,-14.5,-44.39999999999998
4554,,2022-07-22,07-22,457.7,424.3,-14,-47.39999999999998
4554,true,2022-07-23,07-23,455.7,423.5,-16,-48.19999999999999
4556,,2022-07-24,07-24,453.7,423.2,-18,-48.5
4557,,2022-07-25,07-25,454.9,424.1,-16.80000000000001,-47.599999999999966
4558,,2022-07-26,07-26,454,427.3,-17.69999999999999,-44.39999999999998
4559,,2022-07-27,07-27,452.7,425.8,-19,-45.89999999999998
4560,,2022-07-28,07-28,451.9,423.3,-19.80000000000001,-48.39999999999998
4561,,2022-07-29,07-29,452.5,422.1,-19.19999999999999,-49.599999999999966
4562,,2022-07-30,07-30,452.6,420.8,-19.099999999999966,-50.89999999999998
4563,,2022-07-31,07-31,453.2,420.4,-18.5,-51.30000000000001
4564,,2022-08-01,08-01,450.2,421.2,-21.5,-50.5
4565,,2022-08-02,08-02,449.7,421.6,-22,-50.099999999999966
4566,,2022-08-03,08-03,453,421,-18.69999999999999,-50.69999999999999
4567,,2022-08-04,08-04,454.4,418.5,-17.30000000000001,-53.19999999999999
4568,,2022-08-05,08-05,453.2,417.3,-18.5,-54.39999999999998
4569,,2022-08-06,08-06,456.7,420,-15,-51.69999999999999
4570,,2022-08-07,08-07,453.7,418.8,-18,-52.89999999999998
4571,,2022-08-08,08-08,453,419.2,-18.69999999999999,-52.5
4572,,2022-08-09,08-09,449,416.5,-22.69999999999999,-55.19999999999999
4573,,2022-08-10,08-10,449.2,417.4,-22.5,-54.30000000000001
4574,,2022-08-11,08-11,448.2,415.1,-23.5,-56.599999999999966
4575,,2022-08-12,08-12,452.2,417.4,-19.5,-54.30000000000001
4576,,2022-08-13,08-13,449.5,415.9,-22.19999999999999,-55.80000000000001
4577,,2022-08-14,08-14,449.4,414.4,-22.30000000000001,-57.30000000000001
4578,,2022-08-15,08-15,447.5,413.7,-24.19999999999999,-58
4578,true,2022-08-16,08-16,448.2,414.8,-23.5,-56.89999999999998
4579,true,2022-08-17,08-17,448.9,412.5,-22.80000000000001,-59.19999999999999
4580,true,2022-08-18,08-18,449.7,411.9,-22,-59.80000000000001
4581,true,2022-08-19,08-19,450.4,410.5,-21.30000000000001,-61.19999999999999
4583,,2022-08-20,08-20,451.1,409.5,-20.599999999999966,-62.19999999999999
4584,,2022-08-21,08-21,449.3,411.9,-22.399999999999977,-59.80000000000001
4585,,2022-08-22,08-22,447.3,411.8,-24.399999999999977,-59.89999999999998
4586,,2022-08-23,08-23,447.2,410.5,-24.5,-61.19999999999999
4587,,2022-08-24,08-24,447.2,411.1,-24.5,-60.599999999999966
4588,,2022-08-25,08-25,446.7,409.7,-25,-62
4589,,2022-08-26,08-26,445.6,408.4,-26.099999999999966,-63.30000000000001
4590,,2022-08-27,08-27,448.5,407.2,-23.19999999999999,-64.5
4591,,2022-08-28,08-28,447.9,407.7,-23.80000000000001,-64
4592,,2022-08-29,08-29,450.6,410.6,-21.099999999999966,-61.099999999999966
4593,,2022-08-30,08-30,448.6,405.7,-23.099999999999966,-66
4594,,2022-08-31,08-31,451.2,405.4,-20.5,-66.30000000000001
4595,,2022-09-01,09-01,448.4,405.5,-23.30000000000001,-66.19999999999999
4596,,2022-09-02,09-02,445.2,405.9,-26.5,-65.80000000000001
4597,,2022-09-03,09-03,445.6,406.4,-26.099999999999966,-65.30000000000001
4598,,2022-09-04,09-04,443.8,406.8,-27.899999999999977,-64.89999999999998
4599,,2022-09-05,09-05,441.6,407.3,-30.099999999999966,-64.39999999999998
4600,,2022-09-06,09-06,441.5,407.7,-30.19999999999999,-64
4601,,2022-09-07,09-07,442.9,408.1,-28.80000000000001,-63.599999999999966
4602,,2022-09-08,09-08,444.1,408.6,-27.599999999999966,-63.099999999999966
4603,,2022-09-09,09-09,442.4,409,-29.30000000000001,-62.69999999999999
4603,true,2022-09-10,09-10,443.3,409.4,-28.399999999999977,-62.30000000000001
4604,true,2022-09-11,09-11,444.1,409.9,-27.599999999999966,-61.80000000000001
4605,true,2022-09-12,09-12,445,410.3,-26.69999999999999,-61.39999999999998
4606,true,2022-09-13,09-13,445.9,410.8,-25.80000000000001,-60.89999999999998
4607,true,2022-09-14,09-14,446.7,411.2,-25,-60.5
4608,true,2022-09-15,09-15,447.6,411.6,-24.099999999999966,-60.099999999999966
4609,true,2022-09-16,09-16,448.5,412.1,-23.19999999999999,-59.599999999999966
4610,true,2022-09-17,09-17,449.3,412.5,-22.399999999999977,-59.19999999999999
4612,,2022-09-18,09-18,450.2,410.4,-21.5,-61.30000000000001
4613,,2022-09-19,09-19,445.8,408.8,-25.899999999999977,-62.89999999999998
4614,,2022-09-20,09-20,443.8,407.6,-27.899999999999977,-64.09999999999997
4615,,2022-09-21,09-21,442,407.4,-29.69999999999999,-64.30000000000001
4616,,2022-09-22,09-22,442.8,405.2,-28.899999999999977,-66.5
4617,,2022-09-23,09-23,441,404.8,-30.69999999999999,-66.89999999999998
4618,,2022-09-24,09-24,442.7,409.1,-29,-62.599999999999966
4619,,2022-09-25,09-25,443,408,-28.69999999999999,-63.69999999999999
4620,,2022-09-26,09-26,444.3,408.1,-27.399999999999977,-63.599999999999966
4621,,2022-09-27,09-27,446,403.3,-25.69999999999999,-68.39999999999998
4622,,2022-09-28,09-28,441.1,406.5,-30.599999999999966,-65.19999999999999
4623,,2022-09-29,09-29,440.8,407.1,-30.899999999999977,-64.59999999999997
4624,,2022-09-30,09-30,440.7,406.6,-31,-65.09999999999997
4625,,2022-10-01,10-01,440.3,407.6,-31.399999999999977,-64.09999999999997
4626,,2022-10-02,10-02,441.1,406.2,-30.599999999999966,-65.5
4627,,2022-10-03,10-03,442.4,406.6,-29.30000000000001,-65.09999999999997
4628,,2022-10-04,10-04,438.5,409.3,-33.19999999999999,-62.39999999999998
4628,true,2022-10-05,10-05,439.7,406.5,-32,-65.19999999999999
4630,,2022-10-06,10-06,440.8,401.1,-30.899999999999977,-70.59999999999997
4631,,2022-10-07,10-07,440.9,399.7,-30.80000000000001,-72
4632,,2022-10-08,10-08,439.7,400.6,-32,-71.09999999999997
4633,,2022-10-09,10-09,440.4,399.1,-31.30000000000001,-72.59999999999997
4634,,2022-10-10,10-10,440.6,,-31.099999999999966,
4635,,2022-10-11,10-11,437.9,,-33.80000000000001,
4636,,2022-10-12,10-12,440.2,,-31.5,
4637,,2022-10-13,10-13,440.3,,-31.399999999999977,
4638,,2022-10-14,10-14,438.5,,-33.19999999999999,
4639,,2022-10-15,10-15,441.4,,-30.30000000000001,
4640,,2022-10-16,10-16,438.8,,-32.89999999999998,
4641,,2022-10-17,10-17,437.5,,-34.19999999999999,
4642,,2022-10-18,10-18,436,,-35.69999999999999,
4643,,2022-10-19,10-19,434.4,,-37.30000000000001,
4644,,2022-10-20,10-20,436.2,,-35.5,
4645,,2022-10-21,10-21,436.7,,-35,
4646,,2022-10-22,10-22,439.2,,-32.5,
4647,,2022-10-23,10-23,438.9,,-32.80000000000001,
4648,,2022-10-24,10-24,436,,-35.69999999999999,
4649,,2022-10-25,10-25,442,,-29.69999999999999,
4650,,2022-10-26,10-26,442.8,,-28.899999999999977,
4651,,2022-10-27,10-27,438.8,,-32.89999999999998,
4652,,2022-10-28,10-28,442.6,,-29.099999999999966,
4653,,2022-10-29,10-29,446.2,,-25.5,
4654,,2022-10-30,10-30,440.2,,-31.5,
4655,,2022-10-31,10-31,438.6,,-33.099999999999966,
4656,,2022-11-01,11-01,439.2,,-32.5,
4657,,2022-11-02,11-02,439.8,,-31.899999999999977,
4658,,2022-11-03,11-03,439.1,,-32.599999999999966,
4659,,2022-11-04,11-04,437.9,,-33.80000000000001,
4660,,2022-11-05,11-05,436.7,,-35,
4660,true,2022-11-06,11-06,437.4,,-34.30000000000001,
4661,true,2022-11-07,11-07,438,,-33.69999999999999,
4663,,2022-11-08,11-08,438.7,,-33,
4664,,2022-11-09,11-09,437.6,,-34.099999999999966,
4665,,2022-11-10,11-10,440.8,,-30.899999999999977,
4666,,2022-11-11,11-11,441,,-30.69999999999999,
4667,,2022-11-12,11-12,439.1,,-32.599999999999966,
4667,true,2022-11-13,11-13,439.8,,-31.899999999999977,
4668,true,2022-11-14,11-14,440.4,,-31.30000000000001,
4669,true,2022-11-15,11-15,441.1,,-30.599999999999966,
4670,true,2022-11-16,11-16,441.8,,-29.899999999999977,
4671,true,2022-11-17,11-17,442.4,,-29.30000000000001,
4672,true,2022-11-18,11-18,443.1,,-28.599999999999966,
4673,true,2022-11-19,11-19,443.8,,-27.899999999999977,
4674,true,2022-11-20,11-20,444.4,,-27.30000000000001,
4676,,2022-11-21,11-21,445.1,,-26.599999999999966,
4676,true,2022-11-22,11-22,445.1,,-26.599999999999966,
4677,true,2022-11-23,11-23,445.1,,-26.599999999999966,
4678,true,2022-11-24,11-24,445.1,,-26.599999999999966,
4679,true,2022-11-25,11-25,445.1,,-26.599999999999966,
4680,true,2022-11-26,11-26,445.1,,-26.599999999999966,
4681,true,2022-11-27,11-27,445.1,,-26.599999999999966,
4682,true,2022-11-28,11-28,445.1,,-26.599999999999966,
4683,true,2022-11-29,11-29,445,,-26.69999999999999,
4684,true,2022-11-30,11-30,445,,-26.69999999999999,
4685,true,2022-12-01,12-01,445,,-26.69999999999999,
4686,true,2022-12-02,12-02,445,,-26.69999999999999,
4687,true,2022-12-03,12-03,445,,-26.69999999999999,
4688,true,2022-12-04,12-04,445,,-26.69999999999999,
4689,true,2022-12-05,12-05,445,,-26.69999999999999,
4691,,2022-12-06,12-06,445,,-26.69999999999999,
4691,true,2022-12-07,12-07,443.8,,-27.899999999999977,
4693,,2022-12-08,12-08,442.6,,-29.099999999999966,
4693,true,2022-12-09,12-09,442.7,,-29,
4695,,2022-12-10,12-10,442.8,,-28.899999999999977,
4695,true,2022-12-11,12-11,442.7,,-29,
4697,,2022-12-12,12-12,442.5,,-29.19999999999999,
4697,true,2022-12-13,12-13,440.9,,-30.80000000000001,
4699,,2022-12-14,12-14,439.2,,-32.5,
4699,true,2022-12-15,12-15,439.2,,-32.5,
4700,true,2022-12-16,12-16,439.2,,-32.5,
4701,true,2022-12-17,12-17,439.3,,-32.39999999999998,
4702,true,2022-12-18,12-18,439.3,,-32.39999999999998,
4703,true,2022-12-19,12-19,439.3,,-32.39999999999998,
4704,true,2022-12-20,12-20,439.3,,-32.39999999999998,
4705,true,2022-12-21,12-21,439.3,,-32.39999999999998,
4706,true,2022-12-22,12-22,439.4,,-32.30000000000001,
4707,true,2022-12-23,12-23,439.4,,-32.30000000000001,
4708,true,2022-12-24,12-24,439.4,,-32.30000000000001,
4709,true,2022-12-25,12-25,439.4,,-32.30000000000001,
4710,true,2022-12-26,12-26,439.5,,-32.19999999999999,
4711,true,2022-12-27,12-27,439.5,,-32.19999999999999,
4712,true,2022-12-28,12-28,439.5,,-32.19999999999999,
4713,true,2022-12-29,12-29,439.5,,-32.19999999999999,
4714,true,2022-12-30,12-30,439.5,,-32.19999999999999,
4715,true,2022-12-31,12-31,439.6,,-32.099999999999966,
4716,true,2023-01-01,01-01,439.6,,-32.099999999999966,
4717,true,2023-01-02,01-02,439.6,,-32.099999999999966,
4718,true,2023-01-03,01-03,439.6,,-32.099999999999966,
4719,true,2023-01-04,01-04,439.6,,-32.099999999999966,
4720,true,2023-01-05,01-05,439.7,,-32,
4721,true,2023-01-06,01-06,439.7,,-32,
4722,true,2023-01-07,01-07,439.7,,-32,
4723,true,2023-01-08,01-08,439.7,,-32,
4724,true,2023-01-09,01-09,439.7,,-32,
4725,true,2023-01-10,01-10,439.8,,-31.899999999999977,
4726,true,2023-01-11,01-11,439.8,,-31.899999999999977,
4727,true,2023-01-12,01-12,439.8,,-31.899999999999977,
4728,true,2023-01-13,01-13,439.8,,-31.899999999999977,
4729,true,2023-01-14,01-14,439.8,,-31.899999999999977,
4730,true,2023-01-15,01-15,439.9,,-31.80000000000001,
4731,true,2023-01-16,01-16,439.9,,-31.80000000000001,
4732,true,2023-01-17,01-17,439.9,,-31.80000000000001,
4733,true,2023-01-18,01-18,439.9,,-31.80000000000001,
